Ben & Jerrys,108,,,Ben & Jerrys.jpeg (https://dl.airtable.com/uDuL3DuQsK5nYbxGUxGQ_Ben%20%26%20Jerrys.jpeg),,,55.00%,CardCash,55.00%
Ben Bridge,109,,,BBLogo_rev_bl_square.jpg (https://dl.airtable.com/CB9CarATS6zEvH8pUs9o_BBLogo_rev_bl_square.jpg),,,55.00%,CardCash,55.00%
Benetton,110,,,Benetton.jpg (https://dl.airtable.com/bc1kJesJSXOOKKq82cNo_Benetton.jpg),,,45.00%,CardCash,45.00%
Benihana,111,,,Benihana.jpg (https://dl.airtable.com/SpS6A7fGQpLacmnjh5Xu_Benihana.jpg),85%,75.00%,88.00%,CardCash,88.00%
Bennigan's,112,,,Bennigans.jpg (https://dl.airtable.com/glLTnsCJR8m6gWHHRoFI_Bennigans.jpg),,58.00%,58.00%,SaveYa,
Bensi Ristorante Italiano,113,,,Bensi.gif (https://dl.airtable.com/C3qb47NRxi1zOhgb1T8o_Bensi.gif),,52.50%,52.50%,SaveYa,45.00%
Bergdorf Goodman,114,,,Bergdorf_Goodman.jpg (https://dl.airtable.com/v0qd0L1qQps8tRgxQGZQ_Bergdorf_Goodman.jpg),,,71.00%,CardCash,71.00%
Bergner's,115,,342,Bergner's.jpeg (https://dl.airtable.com/dGPMhm4dSyGvNDkkQqVM_Bergner's.jpeg),,74.50%,74.50%,SaveYa,
Bertuccis,116,,,Bertuccis.jpg (https://dl.airtable.com/xv4ZHuZDQIuJ9xHblSRE_Bertuccis.jpg),,,55.00%,CardCash,55.00%
Best Buy,117,,7,best_buy gift card.jpg (https://dl.airtable.com/nInFcIH7TsuDVvSef6Cn_best_buy%20gift%20card.jpg),87%,89.00%,90.00%,CardCash,90.00%
Best Western,118,,,Best_Western.jpg (https://dl.airtable.com/GDuHLmfLQXGhJ0KYnyDQ_Best_Western.jpg),,,69.00%,CardCash,69.00%
BevMo,119,,,BevMo_gift_card.jpg (https://dl.airtable.com/37SCxiu5S16ioTuDT3HX_BevMo_gift_card.jpg),,,72.00%,CardCash,72.00%
Beyond the Rack,120,,,Beyond_the_Rack.jpg (https://dl.airtable.com/aEGEfBJpS12kJvAbCxUN_Beyond_the_Rack.jpg),,,56.00%,CardCash,56.00%
Biaggis,121,,,Biaggis.jpeg (https://dl.airtable.com/CtYRUyYTtuJN9ZMw3u5F_Biaggis.jpeg),,,55.00%,CardCash,55.00%
Big 5 Sporting Goods,122,,269,big_5_sporting_goods gift card.jpg (https://dl.airtable.com/cYenvcRjTXCW2ZccRvuI_big_5_sporting_goods%20gift%20card.jpg),,,61.00%,CardCash,61.00%
Big Boy,123,,,Big_Boy.jpg (https://dl.airtable.com/AzOhq0BmRkG8U1AVzlZs_Big_Boy.jpg),,,70.00%,CardCash,70.00%
Big Lots,124,,238,big-lots-gift-card.png (https://dl.airtable.com/XsD656EhR6NLG70EQV7r_big-lots-gift-card.png),83%,77.00%,86.00%,CardCash,86.00%
Big Y World Class Market,125,,,Big_Y_World_Class_Market.jpg (https://dl.airtable.com/cvnlbxNARmCxRLOpT613_Big_Y_World_Class_Market.jpg),,,81.00%,CardCash,81.00%
Billabong,126,,,Billabong.jpg (https://dl.airtable.com/Mjox4VBTEqRzrGG3zVtp_Billabong.jpg),,,56.00%,CardCash,56.00%
Billy Reid,127,,,Billyreid.png (https://dl.airtable.com/D2qfO8HWQLqsxtpIr8IO_Billyreid.png),,,55.00%,CardCash,55.00%
BJ's Restaurant and Brewhouse,129,,206,bj's restaurant gift card.jpg (https://dl.airtable.com/7yezjw8Q5WbFV2D6TRzb_bj's%20restaurant%20gift%20card.jpg),84%,79.00%,87.00%,CardCash,87.00%
BJ's Wholesale Club,128,,,BJ's wholesale.jpeg (https://dl.airtable.com/koKFoV1yQsuHmbRx63G2_BJ's%20wholesale.jpeg),,,75.00%,CardCash,75.00%
Black Angus Steakhouse,130,,,Black_Angus_Steakhouse.jpg (https://dl.airtable.com/D42iCoORGpQgUePMY8AP_Black_Angus_Steakhouse.jpg),83%,83.00%,86.00%,CardCash,86.00%
Blick Art Materials,131,,,Blick_Art_Materials.jpg (https://dl.airtable.com/oLiUmGgQDGloaZ2zqoox_Blick_Art_Materials.jpg),,,56.00%,CardCash,56.00%
Bliss Spa,132,,,Bliss_Spa.jpg (https://dl.airtable.com/4HJtVPm4RnWInsrG32xz_Bliss_Spa.jpg),,,45.00%,CardCash,45.00%
Bloomingdale's,133,,35,bloomingdales gift card.jpg (https://dl.airtable.com/yJ0Oxc2sTGirnTkJ7eBu_bloomingdales%20gift%20card.jpg),85%,81.00%,88.00%,CardCash,88.00%
Blue Wasabi,134,,,Blue_Wasabi.jpg (https://dl.airtable.com/glbcHD2QtyYY1UDSNdTW_Blue_Wasabi.jpg),,,46.00%,CardCash,46.00%
Bob Evans,135,,,Bob_Evans.jpg (https://dl.airtable.com/r0uCiFZS86c1saHlk8tW_Bob_Evans.jpg),,,73.00%,CardCash,73.00%
Bob's Stores,136,,,Bobs-Stores-Coupon.jpg (https://dl.airtable.com/3X3tEbBeQsBs47Vo8tOw_Bobs-Stores-Coupon.jpg),,,60.00%,CardCash,60.00%
Bobs Furniture,137,,337,Bobs_Furniture.jpg (https://dl.airtable.com/tUwhAeFBR4CQg1siYxOo_Bobs_Furniture.jpg),,,55.00%,CardCash,55.00%
Body Central,138,,,bodycentral.jpeg (https://dl.airtable.com/2go4X58zQDCoeNOKHRhJ_bodycentral.jpeg),,,45.00%,CardCash,45.00%
BoJangles,139,,,BoJangles.jpg (https://dl.airtable.com/wpyFN5DcQyynpuff7Xut_BoJangles.jpg),,,68.00%,CardCash,68.00%
Bon-Ton,140,,124,bon_ton gift card.jpg (https://dl.airtable.com/oPHIwUFXROGeCYLhNZGY_bon_ton%20gift%20card.jpg),,,71.00%,CardCash,71.00%
Bonanza/Ponderosa,141,,,images (https://dl.airtable.com/OChq4WvTTe6t1B3Z7pT9_images),,,50.00%,CardCash,50.00%
Bonefish Grill,142,,101,bonefish_grill gift card.jpg (https://dl.airtable.com/0LPm9o7uTGaZLfc3yvb4_bonefish_grill%20gift%20card.jpg),77%,79.00%,80.00%,CardCash,80.00%
Books-A-Million,143,,,Books-A-Million.jpg (https://dl.airtable.com/pi5LNcGTTkSUFwuPXxfq_Books-A-Million.jpg),,,57.00%,CardCash,57.00%
Boomers,144,,,Boomers_StandAlone_Logo_4C.jpg (https://dl.airtable.com/orjvN5ZTae4MUKwFfNTY_Boomers_StandAlone_Logo_4C.jpg),,,55.00%,CardCash,55.00%
Boot Barn,145,,,Boot_Barn.jpg (https://dl.airtable.com/r2fUBmafRPBNRCUUt89w_Boot_Barn.jpg),,,50.00%,CardCash,50.00%
Boscov's,146,,247,Boscovs.jpg (https://dl.airtable.com/fOMhMWjvT0KSlHjzvbPH_Boscovs.jpg),,,65.00%,CardCash,65.00%
Bose,147,,338,Bose.jpg (https://dl.airtable.com/K55toCtQqU8jC5P3oJNQ_Bose.jpg),,,66.00%,CardCash,66.00%
Boston Market,148,,218,boston_market-gift-card.jpg (https://dl.airtable.com/ml8pw5HQMqCgzR9ITirM_boston_market-gift-card.jpg),82%,63.00%,85.00%,CardCash,85.00%
Boston Store,149,,343,Boston_Store.jpg (https://dl.airtable.com/qoZF7O2RRW7agRC6NGXw_Boston_Store.jpg),,74.50%,74.50%,SaveYa,
Bostonian Shoe Stores,1084,,360,bostonian.jpeg (https://dl.airtable.com/61YiwX3TSjSWE3fxQ1Co_bostonian.jpeg),,,0.00%,CardCash,
Boyds,150,,,Boyds.jpg (https://dl.airtable.com/fSOOBvV2S5C8qlZruOdN_Boyds.jpg),,,55.00%,CardCash,55.00%
BP Gas Card,151,,71,bp gas-gift-card.jpg (https://dl.airtable.com/WkA4oxkQQ1WCj8T0RzmH_bp%20gas-gift-card.jpg),,,86.00%,CardCash,86.00%
Braum's,152,,,Braums.jpg (https://dl.airtable.com/Gv7rMKkgRHSdakax0KC5_Braums.jpg),,,45.00%,CardCash,45.00%
Bravo! Cucina Italiano,153,,,'1_BRAVOLogo.jpg (https://dl.airtable.com/lv6R4WtBS4C7jdALwT5s_1_BRAVOLogo.jpg),,,67.00%,CardCash,67.00%
Brighton,154,,,Brighton.jpeg (https://dl.airtable.com/5WejdxPhQj68rmvha2xj_Brighton.jpeg),74%,0.00%,77.00%,CardCash,77.00%
Brinker Restaurants,155,,,Brinker.jpeg (https://dl.airtable.com/YkaOda5RXyY2yEwvwBhA_Brinker.jpeg),,,70.00%,CardCash,70.00%
Brio Italian,156,,,Brio_Italian.jpg (https://dl.airtable.com/Q4ZvInzoRXu8481rTSiL_Brio_Italian.jpg),,,45.00%,CardCash,45.00%
Brooks Brothers,157,,104,brooks_brothers-gift-card.jpg (https://dl.airtable.com/drFKPm77RAiByb2BccEb_brooks_brothers-gift-card.jpg),,,69.00%,CardCash,69.00%
Brookshires Food and Pharmacy,158,,,Brookshires_Food_and_Pharmacy.jpg (https://dl.airtable.com/Zo9NKo6fRLOtrJP8JqhB_Brookshires_Food_and_Pharmacy.jpg),,,75.00%,CardCash,75.00%
Brookstone,159,,,BrookstoneLogo_blue1.jpg (https://dl.airtable.com/W99gCsHdTEOgj4DJgIKa_BrookstoneLogo_blue1.jpg),86%,74.00%,89.00%,CardCash,89.00%
Brownells,160,,,Brownells.jpg (https://dl.airtable.com/J3v7wzxRrKSJQchVFkcw_Brownells.jpg),,,45.00%,CardCash,45.00%
Bruegger's,161,,,Brueggers.jpg (https://dl.airtable.com/EcfhUYCxTjSy3Xr2ctKR_Brueggers.jpg),,,60.00%,CardCash,60.00%
Brunswick Bowling,162,,,,,,47.00%,CardCash,47.00%
Bruster's Ice Cream,163,,,Brusters_Ice_Cream.jpg (https://dl.airtable.com/LCljkqMqQIOwnyLzd9UA_Brusters_Ice_Cream.jpg),,,50.00%,CardCash,50.00%
